,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
1119,EGR1,0.8698168,0.38440053705050015,0.9999741090652634,0.4371146,FERMT3,1.328912,0.18387698921357576,1.0,-0.26803726,RP11-297B17.3,0.43753645,0.6617223433758072,0.9999330512443403,26.465282,TTC16,0.67260283,0.5011999933286289,0.9997837817405957,1.9202242,LGALS9C,1.0516115,0.2929778065065082,0.9995853741482472,6.126009,SNX27,2.0076523,0.04468025836812886,0.45693144165586813,1.6362091,GMPR2,1.5696034,0.11650739742419305,0.999135589150443,-0.011013227,TRAPPC9,0.3768987,0.7062488754764307,0.9978872631048302,3.3919523
1120,SNAPC5,0.8669577,0.38596516024792127,0.9999741090652634,0.5208023,ZMIZ1,1.3280832,0.18415063104419738,1.0,2.016334,C10orf76,0.43677452,0.6622748727694103,0.9999330512443403,1.1086338,HDHD2,0.67236024,0.5013543951815569,0.9997837817405957,1.1914934,EXOG,1.0512884,0.29312616464469976,0.9995853741482472,1.5738578,EIF4H,2.0061936,0.04483559329138209,0.4578371752777468,0.22415535,MIDN,1.5696034,0.11650739742419305,0.999135589150443,0.5467361,GGA3,0.3768987,0.7062488754764307,0.9978872631048302,3.023502
1121,GAR1,0.8668547,0.3860216155697922,0.9999741090652634,0.5971606,RELT,1.3273537,0.18439168516296833,1.0,1.2438968,RP11-66N24.4,0.43586022,0.6629381507760743,0.9999330512443403,0.8770011,AKIRIN1,0.67203677,0.5015603035001248,0.9997837817405957,0.646065,FKBP2,1.0469255,0.2951339343595869,0.9995853741482472,0.66337776,CNDP2,2.0034926,0.045124453356610306,0.4604440128962453,0.7625882,MCMBP,1.5685018,0.11676406774887538,0.999135589150443,1.0735261,HCAR2,0.3768987,0.7062488754764307,0.9978872631048302,0.5616147
1122,ASH1L,0.8667774,0.38606396037020263,0.9999741090652634,0.61933285,RAB20,1.3260276,0.18483056366222483,1.0,2.487737,LHFPL2,0.43532687,0.6633251850662578,0.9999330512443403,3.4106789,KBTBD3,0.6716728,0.5017920038694792,0.9997837817405957,1.6265885,DDIT3,1.0461714,0.29548188781517204,0.9995853741482472,0.7881326,PSMA3,2.00252,0.045228826363280135,0.4609415588120932,0.34290177,ECHDC1,1.5681713,0.11684115538343628,0.999135589150443,0.22614948,DSE,0.37580362,0.7070629030522093,0.9978872631048302,1.5241318
1123,APOL3,0.8663911,0.3862757269143252,0.9999741090652634,0.61201227,TET2,1.3256629,0.18495139064958022,1.0,2.3324182,FAM53B,0.4350983,0.663491084422088,0.9999330512443403,1.2946758,NADSYN1,0.6707024,0.5024101483939892,0.9997837817405957,0.8000229,MNAT1,1.0452558,0.29590477190414655,0.9995853741482472,1.1148823,SUMO3,2.002412,0.04524043591666016,0.4609415588120932,-0.08887479,EIF5,1.5651969,0.11753674386200659,0.999135589150443,0.1384557,PSMC4,0.37507355,0.7076057743086581,0.9978872631048302,1.4728681
1124,ARF4,0.86633956,0.38630396781042686,0.9999741090652634,-0.21970743,LINC00493,1.3246682,0.1852812158153303,1.0,0.35896516,PRCP,0.43483162,0.6636846545244326,0.9999330512443403,0.9109991,FNBP1,0.67058104,0.5024874447648553,0.9997837817405957,0.13878752,IRAK4,1.0450941,0.29597944054210645,0.9995853741482472,1.1602865,DNTTIP1,2.0017097,0.04531595926242884,0.46136827418333265,0.07734328,NME3,1.5643156,0.11774346710017222,0.999135589150443,0.20829657,ASRGL1,0.37507355,0.7076057743086581,0.9978872631048302,2.4106557
1125,MRPL46,0.8648199,0.38713764118074556,0.9999741090652634,0.4042781,PHC2,1.3179379,0.18752447197067834,1.0,2.7961867,MEPCE,0.43479353,0.6637123092288966,0.9999330512443403,0.6365659,TSFM,0.67029804,0.5026678274157248,0.9997837817405957,0.6971249,EHD1,1.0438015,0.2965772436448786,0.9995853741482472,1.0790373,LSM3,2.0001972,0.045478985932640485,0.4621176062232319,0.11614018,RRS1,1.563875,0.11784693565215221,0.999135589150443,0.7779293,POC5,0.37434348,0.7081487942398901,0.9978872631048302,0.44656202
1126,PAQR8,0.8644335,0.3873497668581598,0.9999741090652634,1.4525712,ASCL2,1.3179379,0.18752447197067834,1.0,0.6323959,POLR3D,0.4338792,0.6643761594843811,0.9999330512443403,1.1207194,SFT2D1,0.67017674,0.5027451447440967,0.9997837817405957,0.84396136,SLC1A7,1.0433167,0.296801627903016,0.9995853741482472,5.6629047,QDPR,2.000143,0.04548481744347858,0.4621176062232319,1.2516941,PRMT1,1.5627733,0.11810591915279167,0.999135589150443,0.20624977,PTPN12,0.37434348,0.7081487942398901,0.9978872631048302,0.30749172
1127,AC016831.7,0.86293966,0.388170652761618,0.9999741090652634,1.971693,DOCK2,1.3169432,0.1878576809567709,1.0,0.79787236,ZNF770,0.43250775,0.6653724286060478,0.9999330512443403,0.9254131,CAPRIN1,0.6700554,0.5028224683583631,0.9997837817405957,0.66241145,MAEA,1.0433167,0.296801627903016,0.9995853741482472,0.34848896,MED11,2.000089,0.045490649584465734,0.4621176062232319,0.856287,PSMG2,1.5609006,0.11854721548991072,0.999135589150443,-0.11264399,PI16,0.37397844,0.7084203598808105,0.9978872631048302,4.074215
1128,SEC62,0.8621412,0.3886098363973546,0.9999741090652634,-0.13531557,BSG,1.3166779,0.18794661043919025,1.0,0.22721483,PTPRK,0.43128866,0.6662584974656593,0.9999330512443403,1.9285314,PCM1,0.66952974,0.5031576099752215,0.9997837817405957,0.65703523,TAF11,1.0405159,0.29810029304857766,0.9995853741482472,1.394951,GALK1,1.9991167,0.04559573593596486,0.4628422817363598,0.7373689,SRP19,1.5601294,0.11872930111674139,0.999135589150443,0.18870594,NBAS,0.3736134,0.7086919625971118,0.9978872631048302,4.001617
1129,RING1,0.8620639,0.3886523540908259,0.9999741090652634,0.6790742,HCFC1R1,1.3134619,0.18902735342748866,1.0,1.145462,TP53INP1,0.43121246,0.6663138922530575,0.9999330512443403,1.6937294,LPAR5,0.66916585,0.503389700205684,0.9997837817405957,1.7330151,AUP1,1.0399234,0.298375496343799,0.9995853741482472,1.1868241,PRDX4,1.997766,0.045742028492952544,0.4639838600239284,0.5437087,NME4,1.5575956,0.11932912661036132,0.999135589150443,0.23250464,DRAM1,0.3736134,0.7086919625971118,0.9978872631048302,1.6463313
1130,RHNO1,0.86152303,0.3889500572462986,0.9999741090652634,0.6313016,CARD9,1.3104448,0.1900454053022499,1.0,2.5480475,SMG7,0.43113628,0.6663692888604941,0.9999330512443403,0.82566065,ANKHD1,0.6687615,0.5036476445346811,0.9997837817405957,1.0937399,FCRL3,1.0383614,0.2991018453618869,0.9995853741482472,2.6099114,PDLIM2,1.9972799,0.04579479052863007,0.46417572602337975,0.7067826,PARL,1.557155,0.11943368605730212,0.999135589150443,0.27629453,GLRX5,0.3736134,0.7086919625971118,0.9978872631048302,1.6790147
1131,RAC2,0.8611624,0.38914860310746247,0.9999741090652634,-0.045637902,CHN2,1.3102459,0.19011267125353593,1.0,4.0697308,GRK5,0.4306029,0.6667571160516337,0.9999330512443403,0.8852333,SMARCA4,0.6666184,0.5050159135934931,0.9997837817405957,0.20688425,HARS,1.0343217,0.3009858021640007,0.9995853741482472,1.1070759,MAGOH,1.988042,0.046807051484882595,0.4737961915273294,0.10364504,RILPL2,1.5555025,0.11982642341695514,0.999135589150443,-0.1424122,CCDC92,0.37324837,0.7089636023576593,0.9978872631048302,2.4083734
1132,SREK1IP1,0.86057,0.38947491946003454,0.9999741090652634,0.5366498,KIAA0319L,1.3097485,0.190280912851023,1.0,1.307629,DTWD2,0.43052673,0.6668125272099508,0.9999330512443403,1.5348287,EIF2AK1,0.66625446,0.5052484555550362,0.9997837817405957,0.5745934,WTAP,1.0339446,0.30116204057586193,0.9995853741482472,0.5264329,WIPI1,1.9879879,0.046813026069675606,0.4737961915273294,2.132566,TIAL1,1.5552822,0.11987886473532838,0.999135589150443,0.5850192,MIF4GD,0.37178823,0.7100505312191283,0.9978872631048302,3.4083672
1133,NFATC2,0.8594367,0.3900996404675575,0.9999741090652634,0.63912684,KBTBD11,1.3068973,0.19124761487888653,1.0,4.3193135,PLD6,0.42984098,0.6673113093990044,0.9999330512443403,2.5068276,PSMD7,0.66617364,0.5053001392049334,0.9997837817405957,0.16788957,FRG1B,1.032275,0.30194335100664405,0.9995853741482472,0.94449395,SRD5A3,1.9873936,0.04687878886499602,0.47411188089568984,1.3151902,SETDB2,1.5548416,0.11998380129502031,0.999135589150443,1.1809434,AP3S2,0.37178823,0.7100505312191283,0.9978872631048302,0.3289401
1134,CREBRF,0.8584837,0.39062544525826837,0.9999741090652634,0.47100648,PDCD6,1.3064662,0.19139405812558585,1.0,0.19670448,BCDIN3D,0.42984098,0.6673113093990044,0.9999330512443403,1.3305106,PLRG1,0.66439444,0.5064378836429997,0.9997837817405957,0.09332397,PRELID1,1.0318979,0.30211996247656847,0.9995853741482472,-0.17576884,PGD,1.9854488,0.04709455626738874,0.47594306901324185,0.5745092,RCAN3,1.5544009,0.12008880977605334,0.999135589150443,0.568436,KANSL3,0.37178823,0.7100505312191283,0.9978872631048302,0.28532946
1135,LPAR2,0.85825187,0.390753408798478,0.9999741090652634,2.4774532,ACAA1,1.304941,0.19191290438023811,1.0,0.4014223,CLMN,0.42930764,0.6676993527693872,0.9999330512443403,1.828246,DUT,0.6636666,0.5069037125201027,0.9997837817405957,1.1242293,ATP5C1,1.02872,0.3036112758515098,0.9995853741482472,0.503849,CISD3,1.9832339,0.047341308223979514,0.47808446316911274,-0.029319106,RP11-489E7.4,1.5537399,0.1202464574133107,0.999135589150443,0.9227192,CD226,0.37178823,0.7100505312191283,0.9978872631048302,3.4146352
1136,TAF7,0.85789126,0.390952513802288,0.9999741090652634,-0.032470975,PIM3,1.302554,0.19272708696420793,1.0,0.9449677,TBCE,0.42923146,0.6677547947926223,0.9999330512443403,1.7121483,PCF11,0.6634644,0.5070331493791189,0.9997837817405957,0.6707619,MAGT1,1.0286661,0.3036365944323226,0.9995853741482472,1.71174,CLEC12A,1.9813432,0.047552809477430784,0.4798669824676128,2.0853329,NUPL2,1.5535196,0.12029904261769203,0.999135589150443,0.35018015,CSNK1A1,0.37178823,0.7100505312191283,0.9978872631048302,-0.22667247
1137,SRM,0.8565519,0.39169258596541523,0.9999741090652634,0.314071,SFXN5,1.3021892,0.19285169916858247,1.0,1.9500452,AGPAT5,0.4286981,0.6681429397107747,0.9999330512443403,1.6893799,DENND1B,0.663424,0.5070590388346343,0.9997837817405957,1.5189565,GADD45A,1.0283968,0.3037632083792766,0.9995853741482472,1.8226924,MED28,1.9806408,0.0476315691533113,0.4803083377709641,-0.064636126,HDAC9,1.5532993,0.1203516458240698,0.999135589150443,2.1375284,PIK3C2A,0.37178823,0.7100505312191283,0.9978872631048302,0.3448773
1138,FAM219B,0.8565004,0.3917210672470408,0.9999741090652634,0.7423939,CSRNP1,1.3016587,0.1930330589557001,1.0,0.35192975,LCORL,0.42846954,0.6683093147088421,0.9999330512443403,1.476446,OASL,0.66326225,0.507162603601614,0.9997837817405957,0.69412434,AP003774.1,1.0282891,0.303813863778153,0.9995853741482472,2.1142585,ZNF106,1.9797764,0.047728654650167755,0.4807925637445545,0.4878078,HDDC3,1.553079,0.12040426703605223,0.999135589150443,0.7413746,PMS1,0.37178823,0.7100505312191283,0.9978872631048302,4.7285943
1139,ISCA2,0.8563716,0.391792275949019,0.9999741090652634,-0.30556506,GIMAP8,1.3016256,0.19304439810145768,1.0,1.3045441,ALKBH2,0.42808858,0.6685866425806775,0.9999330512443403,1.2565578,DCAF13,0.66289836,0.5073956649486133,0.9997837817405957,0.54829955,TCEAL8,1.0278044,0.3040418825163098,0.9995853741482472,0.42314994,RNF114,1.9783179,0.04789286358901247,0.48106655072859067,0.4807717,NDUFB10,1.5529689,0.1204305843952727,0.999135589150443,-0.34462935,VIPAS39,0.37178823,0.7100505312191283,0.9978872631048302,0.2872412
1140,SIDT1-AS1,0.85441405,0.39287561500847523,0.9999741090652634,0.44161823,ADAM15,1.300399,0.19346429058290926,1.0,2.1091175,C10orf2,0.42801237,0.6686421135839368,0.9999330512443403,1.5651793,LYPLA1,0.6625748,0.5076028777970119,0.9997837817405957,0.13877894,PRSS57,1.0273734,0.3042446612376475,0.9995853741482472,5.6509814,SPAG7,1.9781017,0.04791723117217842,0.48106655072859067,0.2414164,UTY,1.5502148,0.12108998294272638,0.999135589150443,1.4158171,TMEM87B,0.37178823,0.7100505312191283,0.9978872631048302,-0.6346112
1141,SF3A3,0.85382164,0.3932038251173471,0.9999741090652634,0.31757036,RNASEK,1.2989069,0.19397587411712058,1.0,1.1399189,SECISBP2L,0.42786,0.6687530610172434,0.9999330512443403,1.3715589,PSMD4,0.66124046,0.5084581001651536,0.9997837817405957,0.16949134,HIGD1A,1.0269964,0.30442216627382557,0.9995853741482472,1.6901172,ADRBK2,1.9775615,0.047978195716858206,0.4812190448519072,2.1044009,PARVG,1.5488927,0.12140749592397884,0.999135589150443,0.4458101,PLXDC2,0.37178823,0.7100505312191283,0.9978872631048302,0.4068517
1142,METTL10,0.8535125,0.39337513109611455,0.9999741090652634,0.67080665,MARC1,1.2983102,0.19418078535128314,1.0,5.595158,TRIM65,0.4275552,0.6689749775836429,0.9999330512443403,1.4249713,MRPL48,0.6605126,0.508924903341129,0.9997837817405957,0.64445794,RP11-473M20.7,1.0258114,0.30498048680236867,0.9995853741482472,2.120848,C1orf63,1.9767512,0.0480697647351944,0.4815403605394127,1.4761616,DNPH1,1.5473505,0.12177875032360803,0.999135589150443,0.30326387,TSEN34,0.37105817,0.7105942171048074,0.9978872631048302,2.7776783
1143,SRSF11,0.8533322,0.39347508045662793,0.9999741090652634,0.2862159,H2AFV,1.2948289,0.19537926805263772,1.0,0.4920402,SLC44A2,0.4274409,0.6690582037526303,0.9999330512443403,0.49798122,SELK,0.66039133,0.5090027256974712,0.9997837817405957,0.4489493,LYPLA2,1.0251651,0.3052853114958842,0.9995853741482472,1.0770409,USB1,1.9758328,0.04817372042673082,0.48222949046144997,0.83944654,SLC39A1,1.5458082,0.12215089176202089,0.999135589150443,0.8381421,GSK3A,0.3703281,0.7111380502941133,0.9978872631048302,2.2023475
1144,FGD3,0.8529459,0.39368930944281455,0.9999741090652634,0.203826,SLC36A4,1.2930385,0.19599773830788414,1.0,1.5751293,GNL3,0.4267552,0.669557646118253,0.9999330512443403,0.9037919,NSRP1,0.66018915,0.5091324434789859,0.9997837817405957,0.7380263,FRG1,1.0249496,0.30538696462640125,0.9995853741482472,0.83149797,POLR2L,1.9724834,0.048554454818909326,0.4856862096181783,0.29124838,EBNA1BP2,1.5455879,0.12220412730783912,0.999135589150443,0.13465269,ATP2C1,0.369598,0.7116820305370128,0.9978872631048302,4.0290556
1145,MBD1,0.8514005,0.3945469313888592,0.9999741090652634,0.41341946,ARHGEF10L,1.2926738,0.19612389868266988,1.0,4.106369,DGKD,0.4267171,0.6695853972042142,0.9999330512443403,0.93174267,PRKRIP1,0.66010827,0.5091843354400307,0.9997837817405957,1.1932212,HIST1H4C,1.024788,0.30546321920713637,0.9995853741482472,1.1031456,TMEM107,1.971673,0.048646946655724985,0.48625672480802656,1.3494169,ATG4B,1.5447066,0.1224172508426978,0.999135589150443,0.80157,IFT74,0.36923298,0.7119540757253636,0.9978872631048302,0.31026924
1146,CCDC91,0.85101414,0.39476151333188036,0.9999741090652634,-0.16442654,PCBD1,1.2873027,0.19798879256554425,1.0,1.0440898,STAU1,0.4266028,0.6696686531687777,0.9999330512443403,1.5884163,PPP3CC,0.6594613,0.5095995708412724,0.9997837817405957,0.46769843,DDX17,1.022849,0.30637925920877884,0.9995853741482472,0.42336664,ASNA1,1.9677833,0.04909296927087284,0.4903575969269848,0.5346418,LILRA2,1.5425034,0.12295133039654094,0.999135589150443,2.0501068,CEP290,0.36923298,0.7119540757253636,0.9978872631048302,4.6415014
1147,NCBP2,0.84972626,0.39547729606161597,0.9999741090652634,0.10037501,TMEM55A,1.2848161,0.19885654896493687,1.0,2.9750507,SLC2A6,0.42629802,0.669890688917468,0.9999330512443403,0.8412307,LPCAT1,0.6585313,0.5101967821476783,0.9997837817405957,0.68543327,PSMD6,1.0225797,0.30650663081814544,0.9995853741482472,0.8472022,PIGX,1.9670271,0.04918009324283816,0.4908703047542085,0.43531308,GLRX,1.5415119,0.12319225916172896,0.999135589150443,-0.16991296,RNF185,0.36923298,0.7119540757253636,0.9978872631048302,0.059885915
1148,IL2RA,0.8457597,0.397686829731729,0.9999741090652634,1.8122872,REEP4,1.2829263,0.1995179007484562,1.0,1.2603314,PRIMPOL,0.42603135,0.6700849938637208,0.9999330512443403,1.3078084,TSEN15,0.6583696,0.5103006823396286,0.9997837817405957,0.7621126,MOSPD3,1.0218794,0.306837961187982,0.9995853741482472,1.3361965,QARS,1.9657845,0.049323507141081066,0.49194369231475327,0.59269613,KDELR1,1.5414017,0.12321905176591852,0.999135589150443,0.49038795,POLB,0.36923298,0.7119540757253636,0.9978872631048302,0.43266732
1149,DUSP11,0.8452445,0.39797432712223624,0.9999741090652634,0.17085738,FRAT1,1.2829263,0.1995179007484562,1.0,3.1900008,DAK,0.42599326,0.6701127535156174,0.9999330512443403,0.64193773,EMC9,0.65812695,0.510456553372983,0.9997837817405957,1.1023413,PDLIM2,1.0200481,0.3077056388175867,0.9995853741482472,0.9588484,EMC3,1.9648122,0.049435988716416725,0.4927072305646359,0.68094265,ACTR1A,1.540961,0.12332626768634102,0.999135589150443,2.6034951,RP13-582O9.5,0.36886793,0.7122261575832487,0.9978872631048302,2.1035907
1150,TAF3,0.84367335,0.39885196739670004,0.9999741090652634,0.8381063,GM2A,1.2828932,0.19952951773634864,1.0,2.060114,DIRAS1,0.42473608,0.6710290745663517,0.9999330512443403,7.1339307,KLHDC4,0.65748,0.5108723311317119,0.9997837817405957,1.1540295,MLF2,1.0199943,0.30773118330740257,0.9995853741482472,1.0455067,RBM3,1.9642719,0.04949857141125063,0.4929727003150989,-0.33097452,RMDN1,1.5389781,0.123809640979653,0.999135589150443,1.5455501,ANKRD28,0.36886793,0.7122261575832487,0.9978872631048302,3.7468982
1151,MTO1,0.842437,0.399543388044444,0.9999741090652634,1.0286539,RP11-362F19.1,1.2826611,0.19961085048766125,1.0,1.562018,RP11-219B4.7,0.42473608,0.6710290745663517,0.9999330512443403,7.0717053,MAGOHB,0.6569139,0.5112362817840197,0.9997837817405957,0.8785026,KCTD10,1.019725,0.3078589268081223,0.9995853741482472,3.3045583,TMEM127,1.9634075,0.04959884195086251,0.49339634007426414,1.1176683,SMNDC1,1.5384272,0.12394417341342218,0.999135589150443,1.5794119,XPO7,0.36850291,0.7124982760793508,0.9978872631048302,1.3650604
1152,ARL2BP,0.8415355,0.4000480031827235,0.9999741090652634,0.56228864,MVB12A,1.2826611,0.19961085048766125,1.0,1.2153106,VAV3-AS1,0.4245837,0.6711401770653092,0.9999330512443403,5.4760995,ZBTB25,0.6566713,0.5113923020786053,0.9997837817405957,0.70328826,MESDC1,1.018917,0.3082423678297713,0.9995853741482472,1.3171816,OAS2,1.9630294,0.049642763855053965,0.49339634007426414,0.80783147,SMDT1,1.5379866,0.12405188147351974,0.999135589150443,-0.22123855,GNL3L,0.36704278,0.7135871158190983,0.9978872631048302,3.8369536
1153,PCM1,0.84132946,0.40016339756188124,0.9999741090652634,0.5156199,PICALM,1.282429,0.19969220745410954,1.0,0.5976168,LINC00494,0.4245075,0.6711957310106458,0.9999330512443403,5.4129815,FBXO8,0.65655,0.5114703215482063,0.9997837817405957,1.0373913,MAX,1.0178398,0.3087541137508091,0.9995853741482472,0.47323754,SEMA4A,1.9629754,0.04964904107499522,0.49339634007426414,1.6942263,TPMT,1.5376562,0.12413271043664084,0.999135589150443,1.0192355,LIG1,0.36667773,0.7138594170360395,0.9978872631048302,0.14284517
1154,OLFM2,0.84078854,0.40046640299152636,0.9999741090652634,2.4263084,MRPL33,1.2821637,0.19978521649914793,1.0,0.77746797,LINC00996,0.42443132,0.6712512867528684,0.9999330512443403,4.3406973,PSMA3,0.65562,0.5120686772098171,0.9997837817405957,0.34159744,IVNS1ABP,1.0165471,0.3093689499332245,0.9995853741482472,1.6156865,LSM7,1.9613006,0.0498439653430493,0.49497475793959317,1.1662593,NDUFB4,1.5369952,0.12429449163293492,0.999135589150443,-0.08029934,GNPNAT1,0.36667773,0.7138594170360395,0.9978872631048302,2.271942
1155,PYCR2,0.8403507,0.40071179405467394,0.9999741090652634,0.22118784,HCAR2,1.2814012,0.200052793739809,1.0,3.1608982,RP11-862L9.3,0.42435512,0.6713068442917127,0.9999330512443403,4.5020967,FAM210A,0.6553773,0.5122248300232595,0.9997837817405957,1.1722426,COA3,1.0141771,0.31049824943064086,0.9995853741482472,0.6720599,HELZ2,1.9608685,0.049894372420572264,0.4951168041792533,0.6779659,DDX54,1.5363342,0.1244564372695966,0.999135589150443,0.751111,KDM3A,0.36667773,0.7138594170360395,0.9978872631048302,0.28870776
1156,NT5C3B,0.8392946,0.4013039910930104,0.9999741090652634,1.1776421,MRPL52,1.2809702,0.20020414875612713,1.0,0.37076887,IDI1,0.4237075,0.6717791558731137,0.9999330512443403,0.06623036,HNRNPAB,0.65513474,0.5123810076674052,0.9997837817405957,0.73955625,PSMD7,1.0136924,0.31072957728957695,0.9995853741482472,2.4556112,MRPL40,1.9548719,0.05059819263256284,0.5013754434703518,0.20898221,ZCRB1,1.5350122,0.12478082224925124,0.999135589150443,0.19704005,C9orf37,0.36667773,0.7138594170360395,0.9978872631048302,-0.5877219
1157,SURF1,0.83880526,0.4015786019364609,0.9999741090652634,1.0232576,MMP24-AS1,1.2800418,0.20053042810316113,1.0,0.64570755,ITPR1,0.4234408,0.6719736747980507,0.9999330512443403,1.1407266,CCDC47,0.654973,0.5124851398890804,0.9997837817405957,0.802842,URI1,1.0125073,0.31129552406549665,0.9995853741482472,1.1543707,TRAPPC2L,1.9540615,0.05069393840542456,0.5019614955176841,0.15554409,VDAC3,1.5345715,0.12488909696373167,0.999135589150443,-0.49661815,HPGD,0.3652176,0.7149489860897935,0.9978872631048302,3.576636
1158,DDHD2,0.83826435,0.40188225036149694,0.9999741090652634,0.875014,PCGF5,1.2766268,0.20173400976973055,1.0,0.7219998,AP3M1,0.4234408,0.6719736747980507,0.9999330512443403,0.70661825,ZNF226,0.6547304,0.5126413589060723,0.9997837817405957,0.76952136,CANX,1.0116994,0.31168178641421274,0.9995853741482472,0.8925538,ITGA4,1.9511443,0.05103988078301671,0.5050223124518696,0.26651964,BANF1,1.531487,0.12564907232116226,0.999135589150443,0.008397263,MON2,0.36412248,0.7157665443950041,0.9978872631048302,0.20350182
1159,DOCK9,0.83749163,0.4023162727045354,0.9999741090652634,2.0107932,NDUFB5,1.2750355,0.20229669797990069,1.0,0.22755934,RCC1,0.42283127,0.6724183719517018,0.9999330512443403,1.1901995,STRAP,0.65424514,0.5129538713849189,0.9997837817405957,0.47177318,DPF2,1.0114301,0.31181061072038907,0.9995853741482472,1.5022211,SLC15A3,1.9468225,0.05155602021768157,0.5093942804504936,1.6307365,SPAG7,1.5290635,0.12624871985113845,0.999135589150443,-0.027388968,FAF2,0.36412248,0.7157665443950041,0.9978872631048302,0.30285722
1160,GZMM,0.8373113,0.4024175850150583,0.9999741090652634,-1.1248794,EMC8,1.2747703,0.20239059044213392,1.0,0.534035,TBXA2R,0.4216503,0.6732802987633647,0.9999330512443403,5.120257,CD96,0.6536791,0.5133185946830214,0.9997837817405957,1.7507955,GSAP,1.0106221,0.3121972942117739,0.9995853741482472,1.2325921,TEX264,1.9464443,0.05160138951676578,0.5094754901604939,0.54824907,UVRAG,1.5287329,0.12633066235633475,0.999135589150443,1.5117973,TNFAIP8L1,0.36412248,0.7157665443950041,0.9978872631048302,0.120152086
1161,TDG,0.8357144,0.40331559022517594,0.9999741090652634,1.6806313,PTPLAD2,1.2730461,0.20300166558918065,1.0,0.7663826,SPATS2,0.42161217,0.6733081100071738,0.9999330512443403,1.1195632,NUTF2,0.653396,0.5135010069571428,0.9997837817405957,0.37987685,RASSF7,1.010299,0.31235205604983163,0.9995853741482472,1.0805596,COPZ1,1.9378546,0.05264095350027746,0.5193654937430252,0.1696812,ATPAF2,1.5284024,0.12641264627178186,0.999135589150443,1.4538463,SLC24A4,0.36412248,0.7157665443950041,0.9978872631048302,0.60879993
1162,MALT1,0.83491594,0.40376504259758894,0.9999741090652634,1.365151,DPYD,1.2716868,0.20348442144725087,1.0,1.1545379,CCDC24,0.4215741,0.6733359216976872,0.9999330512443403,2.6601317,GLRX3,0.6532747,0.5135791939747707,0.9997837817405957,0.31698105,HEXB,1.0088986,0.3130232746862188,0.9995853741482472,1.013254,CKAP4,1.9372604,0.05271351590506284,0.519594327144117,1.9057692,TMEM218,1.5282923,0.12643998344794427,0.999135589150443,1.0762898,HCAR3,0.36375746,0.7160391363317173,0.9978872631048302,1.30984
1163,DCAKD,0.8338341,0.4043744561860825,0.9999741090652634,1.6807785,RIPK2,1.2688687,0.2044879181485152,1.0,1.0167054,UBR7,0.42069787,0.673975713793572,0.9999330512443403,1.0943644,RNGTT,0.6527086,0.513944148641614,0.9997837817405957,1.6247228,TAF15,1.0084138,0.3132558407094995,0.9995853741482472,0.9592616,TGOLN2,1.9370444,0.05273992295352274,0.519594327144117,0.08675412,COX7A2,1.5276313,0.12660410318157814,0.999135589150443,0.112200424,TRRAP,0.3630274,0.7165844287685581,0.9978872631048302,3.8327093
1164,ATG12,0.833422,0.4046067584169466,0.9999741090652634,0.27436724,SLCO3A1,1.2683713,0.20466537882565294,1.0,1.5762218,ANKAR,0.42016453,0.6743652679764589,0.9999330512443403,2.8033612,CREB3,0.65262777,0.5139962960342874,0.9997837817405957,0.6532254,YIPF3,1.0067979,0.314031882071778,0.9995853741482472,2.553698,PAPSS1,1.9355857,0.05291845987767331,0.5209790084439424,1.2600033,TMEM206,1.5269704,0.12676838871573795,0.999135589150443,2.856066,TSPYL4,0.3630274,0.7165844287685581,0.9978872631048302,4.499703
1165,MINA,0.83087206,0.4060459024917228,0.9999741090652634,0.375153,ERP44,1.2667136,0.2052577232791748,1.0,1.2589376,RFX7,0.41978356,0.6746435744225914,0.9999330512443403,2.199535,SETD3,0.651536,0.5147005551404396,0.9997837817405957,0.8110894,DNASE2,1.0045896,0.315094515359879,0.9995853741482472,1.3815905,NUBP1,1.9348294,0.05301123323666928,0.5215179717415226,0.90916145,COX17,1.5258687,0.1270425666447216,0.999135589150443,0.125854,VCPIP1,0.36266235,0.7168571292056197,0.9978872631048302,1.9059625
