,CD4 T_names,CD4 T_scores,CD4 T_pvals,CD4 T_pvals_adj,CD4 T_logfoldchanges,CD14 Monocytes_names,CD14 Monocytes_scores,CD14 Monocytes_pvals,CD14 Monocytes_pvals_adj,CD14 Monocytes_logfoldchanges,B_names,B_scores,B_pvals,B_pvals_adj,B_logfoldchanges,CD8 T_names,CD8 T_scores,CD8 T_pvals,CD8 T_pvals_adj,CD8 T_logfoldchanges,NK_names,NK_scores,NK_pvals,NK_pvals_adj,NK_logfoldchanges,FCGR3A Monocytes_names,FCGR3A Monocytes_scores,FCGR3A Monocytes_pvals,FCGR3A Monocytes_pvals_adj,FCGR3A Monocytes_logfoldchanges,Dendritic_names,Dendritic_scores,Dendritic_pvals,Dendritic_pvals_adj,Dendritic_logfoldchanges,Megakaryocytes_names,Megakaryocytes_scores,Megakaryocytes_pvals,Megakaryocytes_pvals_adj,Megakaryocytes_logfoldchanges
1815,BBS2,0.4853767,0.6274091580662533,1.0,0.18483968,FLYWCH2,0.62602955,0.531295545797261,1.0,0.6012121,ABHD6,0.24107364,0.809498046779223,0.9999330512443403,1.6416198,ZNF786,0.4197842,0.6746431081122786,1.0,0.6273987,FAM173A,0.63349843,0.5264081876780007,1.0,0.39833188,RBM42,1.2389607,0.21536005107662282,1.0,0.11608738,SDCBP,1.1206889,0.2624202978734169,0.999135589150443,-0.105490506,TMEM106C,0.14802173,0.8823256242721113,0.9978872631048302,2.7663774
1816,CNOT6,0.48519635,0.6275370727347549,1.0,1.3381375,TXNDC15,0.62374187,0.5327971097094237,1.0,0.40286812,AMPD3,0.24092124,0.809616152636528,0.9999330512443403,0.9240695,UBL3,0.41945976,0.6748801570288422,1.0,0.14584234,EPSTI1,0.633233,0.5265814724926392,1.0,0.5823464,ERGIC3,1.2383125,0.21560023684862673,1.0,0.98793054,PRR13,1.1189263,0.26317157499263466,0.999135589150443,0.107820146,TAF3,0.14729166,0.8829018203442243,0.9978872631048302,-0.5325252
1817,ANKRD39,0.48511904,0.6275918967338165,1.0,0.28655708,NCOA1,0.6223825,0.533690359199827,1.0,0.53487206,TMEM260,0.24061649,0.8098523773568084,0.9999330512443403,1.0824448,TRMT10C,0.4190542,0.6751765135406065,1.0,0.3927686,ERV3-1,0.6324368,0.5271015016670108,1.0,0.66613054,SLC29A1,1.2379342,0.21574043429007084,1.0,2.1988952,C15orf48,1.1188161,0.2632185790517855,0.999135589150443,5.674905,STAT5A,0.14692661,0.8831899416353954,0.9978872631048302,-1.3672459
1818,ERCC5,0.48504177,0.6276467227886244,1.0,0.3441583,AP001053.11,0.6214542,0.5343008177676992,1.0,3.413502,EFTUD2,0.2403879,0.8100295572668066,0.9999330512443403,0.29538327,POLR2J,0.4189731,0.6752357908885536,1.0,0.70092535,TFAM,0.6320652,0.5273442716027611,1.0,1.1808242,DOK1,1.2369078,0.21612130114791972,1.0,1.0312678,ALG12,1.1184857,0.26335962599208274,0.999135589150443,1.37287,RAD9A,0.14692661,0.8831899416353954,0.9978872631048302,-1.4841194
1819,C6orf203,0.48475835,0.6278477692402573,1.0,0.48771146,SLC36A1,0.62112266,0.534518924077023,1.0,3.3203282,ZHX2,0.24027361,0.8101181508732916,0.9999330512443403,1.1930344,DENND4C,0.418892,0.6752950702509488,1.0,1.5394139,DCAF13,0.6314282,0.5277605812947455,1.0,1.2224423,TEN1,1.2360435,0.21644240641597856,1.0,0.52442896,CSNK2A1,1.1172739,0.26387724428478954,0.999135589150443,0.6398363,ZNFX1,0.14656158,0.8834780783798964,0.9978872631048302,1.9521645
1820,RARG,0.48468107,0.6279026048852356,1.0,0.7725926,CPNE8,0.6205259,0.5349116286216329,1.0,3.3921838,PARVG,0.24012123,0.8102362794662143,0.9999330512443403,0.38176677,CNOT10,0.41828367,0.6757397296469804,1.0,0.8203253,RNF2,0.63100356,0.5280382141413291,1.0,1.252734,MRPS34,1.2351251,0.21678395686656227,1.0,-0.18547565,CHST12,1.1171637,0.2639243352646351,0.999135589150443,-0.5400809,DKC1,0.14619654,0.8837662305401597,0.9978872631048302,2.1179209
1821,MKRN2,0.48416576,0.6282682283391113,1.0,0.04788632,C11orf71,0.61959755,0.5355227914382222,1.0,1.494283,ZDHHC17,0.24004504,0.8102953453837813,0.9999330512443403,1.435527,ACOT8,0.41799977,0.6759472760988751,1.0,0.47458068,MRPS7,0.6304727,0.5283853598300361,1.0,1.8865261,DAPP1,1.2338285,0.21726680571570722,1.0,0.48491606,DPP9,1.1170535,0.26397143204033313,0.999135589150443,1.4764509,PSME3,0.14619654,0.8837662305401597,0.9978872631048302,0.46738604
1822,FAM84B,0.4839339,0.6284327886612942,1.0,1.2737164,MYH9,0.6194981,0.5355882940304088,1.0,0.18262587,TTC32,0.24000694,0.8103248787477,0.9999330512443403,0.57856643,NUDT18,0.41718867,0.6765404016289502,1.0,0.95367444,EXOSC4,0.6304727,0.5283853598300361,1.0,1.2596653,ELOVL1,1.2332883,0.21746822086620554,1.0,0.45641577,MAEA,1.1170535,0.26397143204033313,0.999135589150443,-0.029181283,C15orf39,0.14583151,0.8840543980786114,0.9978872631048302,0.5247258
1823,MLH3,0.48390812,0.6284510742816062,1.0,0.23855686,MIR22HG,0.6191002,0.5358503447578346,1.0,1.0709466,ZNF346,0.24000694,0.8103248787477,0.9999330512443403,0.9518035,SUMO1,0.41714814,0.6765700631774669,1.0,1.431777,IMMT,0.6297826,0.5288368229371896,1.0,0.88356966,COPS5,1.230155,0.21863907689880324,1.0,1.0059208,SDF2L1,1.1169434,0.26401853461202507,0.999135589150443,-0.024672678,COX6A1P2,0.14455388,0.8850631050238129,0.9978872631048302,-0.497389
1824,CPSF7,0.4831352,0.6289997488597815,1.0,0.40828976,UPK3A,0.6189676,0.5359377093470635,1.0,2.6125352,UBXN7,0.23996884,0.8103544123816546,0.9999330512443403,0.52093416,CTD-3185P2.1,0.4164587,0.6770743862449236,1.0,1.630795,METTL18,0.62962335,0.5289410346057283,1.0,0.9611196,TOM1,1.2285883,0.21922620020003913,1.0,0.6825801,TBC1D7,1.1165028,0.2642070028615623,0.999135589150443,1.1252673,RELT,0.14437138,0.8852072212626152,0.9978872631048302,-1.4996295
1825,RFC5,0.4829806,0.6291095083751373,1.0,1.100361,LARP1,0.6188681,0.5360032374955291,1.0,0.66410965,PFKL,0.23989265,0.810413480459511,0.9999330512443403,0.65044445,USP9X,0.41629648,0.6771930715502882,1.0,0.83985263,TP53TG1,0.62935793,0.5291147439405086,1.0,0.7213115,ARHGAP30,1.2279401,0.2194694786094279,1.0,-0.10577176,SEC63,1.1158417,0.26448987913969957,0.999135589150443,0.0773041,AAED1,0.14181612,0.8872252452098521,0.9978872631048302,-1.5020266
1826,PM20D2,0.48292908,0.6291460967015143,1.0,1.0222087,HOOK3,0.61555266,0.5381898148322161,1.0,0.65654796,LIPE-AS1,0.23981646,0.8104725496170273,0.9999330512443403,1.4730617,MSC,0.41605315,0.6773711145361581,1.0,3.8381524,CALU,0.6291456,0.5292537323025717,1.0,1.666857,ZNF580,1.2268056,0.21989568203670906,1.0,0.53878546,EMILIN2,1.1157316,0.2645370454766426,0.999135589150443,1.7090946,PFDN1,0.14163361,0.887369417918229,0.9978872631048302,1.701511
1827,VEZF1,0.48267144,0.6293290519894859,1.0,0.23197202,VRK2,0.6149227,0.5386057699812639,1.0,0.56790406,SLC35B4,0.23958787,0.810649763564304,0.9999330512443403,1.0486461,PGRMC2,0.4160126,0.6774007901198646,1.0,0.18535939,UBE2S,0.62898636,0.5293579857599409,1.0,0.8299001,SSR1,1.2264814,0.22001756346045498,1.0,-0.15098208,GHITM,1.1151807,0.26477296412942986,0.999135589150443,-0.13296093,TMEM199,0.14108606,0.8878019583865426,0.9978872631048302,2.3566537
1828,ADCK2,0.48158932,0.6300977125565796,1.0,0.81506634,ATG7,0.61465746,0.5387809572107605,1.0,1.0260333,MDN1,0.2393593,0.8108269872168842,0.9999330512443403,1.1896733,RRP1B,0.41585037,0.6775194974610057,1.0,0.4333736,TSPAN5,0.62893325,0.5293927392331907,1.0,1.6206285,CMTM3,1.225725,0.22030214192909015,1.0,0.13522893,PIK3C3,1.1151807,0.26477296412942986,0.999135589150443,1.1291659,NCOA3,0.14072102,0.8880903372709997,0.9978872631048302,-0.47089303
1829,KLHL20,0.48148626,0.6301709392327632,1.0,0.2955128,FKBP2,0.6145912,0.5388247584814441,1.0,-0.058034617,ASPH,0.23916882,0.8109746810015107,0.9999330512443403,0.87818724,B3GNTL1,0.4156476,0.6776678928986133,1.0,1.2969093,CMC2,0.6285086,0.5296708087849459,1.0,0.9356354,REEP3,1.225617,0.22034281754010177,1.0,0.76731884,ALG2,1.1150706,0.26482016525458096,0.999135589150443,2.1730518,IKBIP,0.13999096,0.8886671394438193,0.9978872631048302,0.4599222
1830,VWA9,0.48120287,0.6303723313265641,1.0,0.8208987,CNTLN,0.6139281,0.5392628693481315,1.0,2.5285027,LINC00662,0.23909262,0.8110337603996749,0.9999330512443403,-0.20893875,FADD,0.41552594,0.6777569361652032,1.0,0.7606244,FAM160A2,0.6284555,0.5297055726987463,1.0,1.4581579,COQ9,1.225617,0.22034281754010177,1.0,0.78461933,HNRNPK,1.1149604,0.2648673721782555,0.999135589150443,0.12698051,UBN1,0.13926089,0.8892440005706855,0.9978872631048302,-0.34409332
1831,RP11-108M9.6,0.48112556,0.6304272612106085,1.0,2.1489723,COL9A2,0.61299974,0.5398765242271888,1.0,2.3123226,ZNF714,0.23890214,0.8111814636030396,0.9999330512443403,1.1816583,TFDP2,0.41524205,0.6779647212919189,1.0,0.6041334,IST1,0.6284025,0.5297403377723119,1.0,0.88159364,AMZ2,1.2250228,0.2205666296948866,1.0,-0.0050267745,OGT,1.1148503,0.26491458490059316,0.999135589150443,0.43710577,U2AF2,0.13926089,0.8892440005706855,0.9978872631048302,-1.5425514
1832,ICT1,0.48091945,0.6305737508875395,1.0,0.2729483,SLC22A18AS,0.6129334,0.5399203700889733,1.0,5.4150176,HSDL1,0.23882595,0.8112405467667183,0.9999330512443403,1.5718614,RAB40B,0.41507983,0.678083466648832,1.0,1.5982664,ANKLE2,0.6282432,0.5298446399510053,1.0,0.78848577,CISD2,1.2250228,0.2205666296948866,1.0,0.106273085,HSPA5,1.1142994,0.2651507354970949,0.999135589150443,-0.22474572,GZMB,0.13871333,0.8896766849230765,0.9978872631048302,-4.845132
1833,PRRC2C,0.48086792,0.6306103755759459,1.0,0.006622831,FFAR3,0.61253554,0.54018348267918,1.0,4.1890526,CCNDBP1,0.23863547,0.8113882593789172,0.9999330512443403,0.6913727,HIST1H2BG,0.4149987,0.6781428423259077,1.0,2.647596,MRPL22,0.6278185,0.5301228301090612,1.0,0.68379694,AC010642.1,1.2244825,0.22077023672519847,1.0,0.4147576,RAE1,1.1141893,0.26519798301433006,0.999135589150443,0.52276295,MARCH6,0.1374357,0.8906864093331528,0.9978872631048302,0.33370855
1834,ZYG11B,0.48040417,0.6309400386010298,1.0,0.69276,OSBPL2,0.61233664,0.5403150630242561,1.0,0.81385607,RMDN3,0.23859738,0.8114178027072625,0.9999330512443403,-0.012594138,GORASP2,0.4144715,0.6785288329295046,1.0,0.2609874,ATRAID,0.6277654,0.5301576090951804,1.0,0.23524284,C3orf14,1.2233481,0.22119825007284932,1.0,2.6918776,POLR2G,1.1138588,0.2653397603643991,0.999135589150443,-0.40316242,RNF216,0.1374357,0.8906864093331528,0.9978872631048302,2.5364623
1835,ATRIP,0.48024958,0.6310499426019942,1.0,1.8431644,TGIF2,0.6122703,0.5403589267014373,1.0,1.3032051,C3orf58,0.23814021,0.8117723435820232,0.9999330512443403,0.99929833,ADIPOR1,0.4144715,0.6785288329295046,1.0,0.41993454,PPIL1,0.62675685,0.5308186299725117,1.0,1.2753636,CAPN2,1.2229699,0.2213410532723018,1.0,-0.14330569,SNX1,1.1137487,0.26538703108100425,0.999135589150443,0.39309436,CLINT1,0.13707067,0.8909749346603584,0.9978872631048302,0.2592492
1836,CDK4,0.48009497,0.6311598547625599,1.0,0.2750087,SMPDL3A,0.6119388,0.5405782717980846,1.0,1.3578134,FAM172A,0.23787354,0.8119791769224731,0.9999330512443403,0.39373222,SLC25A24,0.41410652,0.6787961066133807,1.0,0.8048106,VPS41,0.62590754,0.5313756033508831,1.0,1.8582915,NQO2,1.2212412,0.2219947092887099,1.0,0.38779023,IPO9,1.1131978,0.26562347166960265,0.999135589150443,1.6284916,GOLPH3,0.13670564,0.8912634744244637,0.9978872631048302,-0.41029862
1837,C5orf28,0.47973427,0.6314163481909756,1.0,0.6687398,MPP7,0.6112757,0.5410170954968225,1.0,0.91015595,ZNF468,0.23787354,0.8119791769224731,0.9999330512443403,0.86519784,NDUFA9,0.41398484,0.6788852068206981,1.0,0.13781711,BCAP29,0.6256421,0.5315497182808882,1.0,0.98095065,DPP3,1.2202688,0.22236299782124092,1.0,1.1885102,ATF5,1.1128674,0.2657654056321722,0.999135589150443,2.0181406,RNF141,0.1363406,0.8915520285877411,0.9978872631048302,0.15251365
1838,DNAAF2,0.479657,0.6314713168443129,1.0,0.21994601,NSMF,0.6111762,0.5410829343990309,1.0,1.3985133,TAF2,0.23768306,0.8121269230567729,0.9999330512443403,1.0803504,ARID4A,0.41398484,0.6788852068206981,1.0,-0.018513149,INO80D,0.625589,0.5315845447369631,1.0,1.5839335,TBRG1,1.2201067,0.22242442175127553,1.0,0.2720733,SSR4,1.1120962,0.26609678792960334,0.999135589150443,0.8234888,TMEM128,0.13561054,0.8921291799608729,0.9978872631048302,0.39067942
1839,MUTYH,0.4795024,0.6315812602646234,1.0,0.8720473,ST3GAL5,0.6106789,0.5414121889392685,1.0,0.46086508,ARID1B,0.2372259,0.8124815410616018,0.9999330512443403,1.1443809,IVNS1ABP,0.4135793,0.6791822399179256,1.0,0.45154512,LAPTM4A,0.6251113,0.5318980348793038,1.0,2.201452,TMED5,1.2197826,0.22254730605382977,1.0,3.4800053,RHEB,1.1111047,0.2665232686514192,0.999135589150443,-0.09528907,P2RX5,0.1352455,0.8924177770952436,0.9978872631048302,-0.3127451
1840,RP11-138A9.2,0.479219,0.6317828443673138,1.0,0.85719484,GDI1,0.6100158,0.5418513505570979,1.0,0.29208255,RP5-1068E13.7,0.23707353,0.8125997556133646,0.9999330512443403,0.8670112,CHD3,0.4135793,0.6791822399179256,1.0,0.7000543,CDS2,0.6244743,0.5323161673859778,1.0,0.89944404,SEC61G,1.2194585,0.22267023895161642,1.0,0.252484,SYVN1,1.1091218,0.2673776404342514,0.999135589150443,0.23220351,ISG20L2,0.13451542,0.8929950140708421,0.9978872631048302,0.25246868
1841,ANAPC7,0.47916746,0.6318194989643675,1.0,0.79432344,NT5C2,0.60981685,0.541983133694893,1.0,0.5067562,TMEM175,0.23699732,0.8126588644909426,0.9999330512443403,0.44133523,RAB3GAP2,0.41244376,0.6800141975277096,1.0,1.0196865,CRNKL1,0.62410265,0.5325601548486709,1.0,1.4891337,WBP1L,1.2184861,0.22303932927929515,1.0,0.8719411,SH3RF1,1.1084608,0.26766284901288706,0.999135589150443,4.002058,MAPKAP1,0.13451542,0.8929950140708421,0.9978872631048302,-0.37458706
1842,GNPNAT1,0.4784976,0.6322960910582458,1.0,0.98689735,RP5-1091N2.9,0.6095516,0.5421588694143455,1.0,0.9670419,ZNF594,0.23676875,0.8128361975265763,0.9999330512443403,4.6026797,C14orf119,0.41244376,0.6800141975277096,1.0,0.18033981,WDR82,0.6239965,0.5326298759470822,1.0,0.6497316,CCNG2,1.2184861,0.22303932927929515,1.0,0.6364974,ZNF326,1.1082405,0.267757964991016,0.999135589150443,0.982587,BHLHE40,0.13415039,0.8932836538365522,0.9978872631048302,0.4538198
1843,MLLT6,0.478343,0.6324060955529185,1.0,0.489253,NDUFAF3,0.6093527,0.5422906898514813,1.0,-0.010338512,AGBL2,0.23676875,0.8128361975265763,0.9999330512443403,4.113102,PHB2,0.4124032,0.6800439175128904,1.0,0.3986186,STAT6,0.6236249,0.5328739361631917,1.0,0.6801594,SMC1A,1.218378,0.22308036632392259,1.0,0.79493773,MLH1,1.1080202,0.2678531041968629,0.999135589150443,0.8963812,PAK1,0.13415039,0.8932836538365522,0.9978872631048302,-0.31212023
1844,ARHGAP5,0.47764736,0.6329012164158132,1.0,0.43477747,SIGLEC10,0.6092532,0.5423566060627423,1.0,0.46841994,TRIP10,0.23676875,0.8128361975265763,0.9999330512443403,5.46598,ARFIP1,0.41228154,0.6801330804506935,1.0,0.68277264,LGR6,0.6229348,0.5333273408983208,1.0,4.9395685,RSU1,1.218162,0.2231624566208965,1.0,0.032921266,CHMP4A,1.1066983,0.26842442727284155,0.999135589150443,-0.44469255,GALM,0.13415039,0.8932836538365522,0.9978872631048302,-1.7079502
1845,PRKCZ,0.47759584,0.6329378985831067,1.0,1.6372485,ISOC2,0.60905427,0.5424884504685998,1.0,1.3890682,SAAL1,0.23676875,0.8128361975265763,0.9999330512443403,0.056054533,AUTS2,0.41228154,0.6801330804506935,1.0,1.2781335,B3GAT1,0.6227225,0.5334668892745869,1.0,4.6302257,GPR108,1.2179458,0.2232445685297091,1.0,0.59344476,BCKDK,1.105817,0.268805774010452,0.999135589150443,0.6411356,PNRC2,0.13342032,0.8938609757349569,0.9978872631048302,-0.3887236
1846,UTP15,0.47744125,0.6330479505012413,1.0,1.2853805,TNRC18,0.60587144,0.5446001313321982,1.0,2.157656,DNAJC27,0.23669256,0.8128953106716745,0.9999330512443403,4.3669,RFT1,0.41215986,0.6802222478610362,1.0,0.6192378,SPG7,0.6225102,0.5336064561038785,1.0,0.37838766,HIGD1A,1.2166493,0.22373769393493403,1.0,0.7757401,TRNAU1AP,1.1053762,0.2689965868102512,0.999135589150443,0.2312263,ANAPC15,0.13305528,0.8941496577921002,0.9978872631048302,-0.65506756
1847,TFAP4,0.4772609,0.6331763546719091,1.0,0.90268815,IDH2,0.60497624,0.545194776575743,1.0,-0.1536383,DENND3,0.23661636,0.812954424882843,0.9999330512443403,1.0506032,ARFGAP2,0.41199765,0.680341144696883,1.0,0.2780367,MINPP1,0.622404,0.5336762464372047,1.0,1.838941,NELFE,1.2163792,0.22384052636842422,1.0,0.061159573,DCPS,1.1044949,0.2693784913130277,0.999135589150443,1.5397708,NBR1,0.13305528,0.8941496577921002,0.9978872631048302,1.5892951
1848,SUDS3,0.4763849,0.6338001892338996,1.0,0.39747605,AGAP3,0.6048436,0.5452828995707707,1.0,2.8499546,FAM81A,0.23654017,0.8130135401597577,0.9999330512443403,3.7802832,JAK1,0.411876,0.68043032253889,1.0,0.09678588,TUBA1C,0.622404,0.5336762464372047,1.0,0.9920235,SF3B2,1.216001,0.2239845485472325,1.0,0.089178585,NDEL1,1.1040543,0.26956958303238465,0.999135589150443,0.8976306,ACTN4,0.13269025,0.8944383538708268,0.9978872631048302,1.6605562
1849,GPR150,0.4761788,0.6339470116920309,1.0,3.6822774,TRPM2,0.60431314,0.5456354622308279,1.0,2.6375933,HSF1,0.23650208,0.8130430981977687,0.9999330512443403,0.37891597,GLE1,0.411146,0.6809654833991792,1.0,0.99375844,ELOVL6,0.62197936,0.5339554538838018,1.0,3.7429304,AHCY,1.2152447,0.22427279164321068,1.0,0.5190798,ZNF780A,1.1039442,0.2696173704915179,0.999135589150443,0.8722647,UBTF,0.13232522,0.8947270639333472,0.9978872631048302,0.22628486
1850,FAM153A,0.47612727,0.633983719558475,1.0,3.5046835,MARK2,0.60298693,0.5465173632960854,1.0,0.9947822,STK33,0.23646398,0.8130726565020947,0.9999330512443403,3.1619544,XPO4,0.41110545,0.6809952192704838,1.0,0.911476,BTG3,0.62134236,0.5343744033405138,1.0,1.3415482,CHD9,1.2150285,0.22435519549272265,1.0,0.4694624,IFIT1,1.1036136,0.269760767741254,0.999135589150443,0.5440953,DOCK10,0.13232522,0.8947270639333472,0.9978872631048302,2.9033916
1851,KIAA1324,0.47612727,0.633983719558475,1.0,3.6402361,LSM6,0.60205865,0.5471351138838931,1.0,0.8869298,OGFOD2,0.23646398,0.8130726565020947,0.9999330512443403,0.9034373,IMMT,0.41090268,0.681143906062762,1.0,0.8189578,NMB,0.62102383,0.5345839402696912,1.0,1.9409164,OSTM1,1.2148125,0.22443762098081266,1.0,0.67695594,ARF4,1.1035035,0.2698085784490336,0.999135589150443,-0.33493263,SWAP70,0.13159515,0.8953045258585823,0.9978872631048302,-1.9271413
1852,CA11,0.47607574,0.6340204283255328,1.0,0.78719306,H6PD,0.60182655,0.5472896055073719,1.0,1.0296481,ZNF544,0.2363116,0.8131908923817397,0.9999330512443403,1.1426504,WHAMM,0.4106999,0.6812926052442392,1.0,0.20648146,DNTTIP2,0.6209707,0.5346188671214164,1.0,0.7481308,THRAP3,1.2135159,0.2249326284219868,1.0,0.017376475,RP11-117D22.2,1.103173,0.2699520454477451,0.999135589150443,4.0006866,LRMP,0.13159515,0.8953045258585823,0.9978872631048302,-1.5065321
1853,CCR4,0.475715,0.6342774149057913,1.0,3.1261563,CR1,0.6017934,0.547311677501054,1.0,0.51527846,SNHG12,0.23585443,0.8135456255571111,0.9999330512443403,0.37367544,TUBA1C,0.41049713,0.681441316809833,1.0,0.20581937,SNAI3,0.62038684,0.5350031384644187,1.0,1.3053526,DERA,1.2130837,0.2250978040938827,1.0,0.36136407,HLX,1.102512,0.27023913639568276,0.999135589150443,3.8377223,C1orf50,0.13159515,0.8953045258585823,0.9978872631048302,0.13920294
1854,SPNS3,0.47532856,0.6345528066077444,1.0,0.8527712,ADAR,0.60086507,0.5479298720670315,1.0,0.04911961,OMA1,0.23585443,0.8135456255571111,0.9999330512443403,1.05724,CENPT,0.41009158,0.6817387770730342,1.0,0.70134705,ING4,0.6200683,0.5352127997038278,1.0,0.50846714,FEZ2,1.2124355,0.2253457300188607,1.0,0.60217816,CBX6,1.1022917,0.27033487988586946,0.999135589150443,0.9797541,CD81,0.13086508,0.8958820432653768,0.9978872631048302,0.18867438
1855,TRMT11,0.4751482,0.6346813400515697,1.0,0.8732068,MAP1LC3B2,0.600003,0.5485042187366672,1.0,0.73713684,PTPN1,0.23535918,0.8139299629925275,0.9999330512443403,0.61287504,TTC14,0.41005102,0.6817685258211753,1.0,0.11699996,HECTD1,0.61974984,0.5354225023538216,1.0,0.8960628,UBASH3B,1.2108148,0.22596639781897643,1.0,2.0659196,USP7,1.10108,0.27086188479961093,0.999135589150443,0.88800585,AKTIP,0.13050003,0.8961708226798255,0.9978872631048302,3.0159976
1856,NR1D1,0.47509667,0.6347180659159604,1.0,1.0576952,MARCKSL1,0.5999367,0.5485484115607417,1.0,0.4538369,FAM122A,0.23501632,0.8141960690057168,0.9999330512443403,0.5004343,SPAG16,0.40972656,0.6820065336125787,1.0,0.6253321,PIK3R5,0.6196437,0.5354924124372415,1.0,1.121203,MAPKAP1,1.2103286,0.22615283586133217,1.0,1.0360483,E2F4,1.1007494,0.27100573552527163,0.999135589150443,0.28241947,USP14,0.12976997,0.896748422741712,0.9978872631048302,1.8822125
1857,TARBP2,0.4726233,0.6364819633616027,1.0,0.73764974,VPS9D1,0.5996715,0.5487252004367598,1.0,2.7342153,MOSPD1,0.23494013,0.8142552065884372,0.9999330512443403,1.1842206,ZNF76,0.4089155,0.6826016914741218,1.0,0.87459064,CDK11A,0.6196437,0.5354924124372415,1.0,0.84080833,MAP3K1,1.2093022,0.22654678770705483,1.0,0.63030905,TRIM14,1.099868,0.27138959335564383,0.999135589150443,0.3162477,PPP3R1,0.1290399,0.8973260775287004,0.9978872631048302,-1.5553497
1858,NMRAL1,0.47249445,0.636573889619486,1.0,0.54758716,NCLN,0.59960514,0.548769402050072,1.0,0.80810994,FNBP4,0.23478773,0.8143734849293975,0.9999330512443403,0.08727411,C22orf46,0.40871271,0.6827505118005682,1.0,1.1985066,XPA,0.61937827,0.535667207766384,1.0,0.98926103,TMLHE,1.2083838,0.2268996856880775,1.0,1.6773514,PCK2,1.0994275,0.27158166186478927,0.999135589150443,1.375588,HELZ,0.1290399,0.8973260775287004,0.9978872631048302,-1.6118802
1859,STAT5A,0.4724687,0.6365922755425633,1.0,0.4015407,WIPI2,0.5992405,0.5490125423348042,1.0,0.3937022,MTFMT,0.23436868,0.8146987721797775,0.9999330512443403,0.7745337,BHLHE40,0.40867215,0.6827802773461287,1.0,0.87589025,CDK10,0.61932516,0.5357021702809717,1.0,1.7425567,NUDT2,1.2081677,0.22698277744936346,1.0,0.12517147,NREP,1.0992072,0.27167773102127113,0.999135589150443,3.9159968,SERPINB9,0.12830983,0.8979037867380556,0.9978872631048302,0.4787242
1860,ACTR10,0.47233987,0.6366842085149308,1.0,0.15536451,TMEM150A,0.59897524,0.5491894050129709,1.0,0.75913423,CHAMP1,0.23429249,0.8147579187503814,0.9999330512443403,0.9972025,CCNG1,0.4082666,0.6830779599280743,1.0,-0.044198204,NT5C2,0.6191659,0.5358070647211588,1.0,1.4008336,YIPF1,1.2076274,0.22719060177645733,1.0,0.84119695,ELOVL5,1.0988766,0.2718218783861154,0.999135589150443,-0.12136594,SLC50A1,0.1279448,0.8981926616564921,0.9978872631048302,2.813575
1861,PGS1,0.47148967,0.6372911063770688,1.0,0.3300326,KXD1,0.59691966,0.5505610429469967,1.0,0.13960965,TMSB15B,0.23410201,0.8149057897955553,0.9999330512443403,2.0287478,DOK2,0.4078205,0.6834054676989769,1.0,0.23629786,GAB3,0.61847585,0.5362617267975192,1.0,1.6253424,SCP2,1.2071953,0.22735695888881935,1.0,-0.39848095,TNFAIP8,1.0987664,0.27186993914291446,0.999135589150443,0.8580418,CSNK2A1,0.12648465,0.8993482958718165,0.9978872631048302,-1.4593921
1862,SAMD10,0.47097436,0.6376590417139573,1.0,1.8193257,BMF,0.59675384,0.5506717323416261,1.0,1.4588282,ANKS1A,0.2340258,0.8149649400602385,0.9999330512443403,2.4550877,TMEM68,0.40769884,0.6834947983443236,1.0,1.3692073,DTX3,0.61821043,0.5364366485154208,1.0,2.0240898,IQSEC1,1.2068172,0.22750259257792027,1.0,0.68252087,ZNF451,1.0985461,0.2719660781100145,0.999135589150443,1.2972877,LRBA,0.12648465,0.8993482958718165,0.9978872631048302,-1.7581486
1863,RQCD1,0.47092283,0.637695840160639,1.0,0.47959638,CIDEB,0.59565973,0.5514025568965226,1.0,0.5611341,GNB5,0.23383532,0.8151128203356404,0.9999330512443403,0.7324829,GMFB,0.40757716,0.683584133420813,1.0,1.0300145,CKAP5,0.61821043,0.5364366485154208,1.0,2.5322282,DIAPH1,1.206601,0.22758584167550588,1.0,-0.2188272,SCFD1,1.0982157,0.2721103301962313,0.999135589150443,-0.3475385,RFC1,0.12648465,0.8993482958718165,0.9978872631048302,-1.878106
1864,DTWD1,0.46973768,0.6385424507393254,1.0,0.6540597,ACOT9,0.5947646,0.5520008586663864,1.0,0.20082417,ZNF358,0.23364484,0.8152607071979762,0.9999330512443403,2.146421,TBCC,0.40713105,0.6839117332610076,1.0,-0.1171051,JARID2,0.617945,0.5366115989375069,1.0,0.8026346,SRRT,1.2056286,0.22796073128767536,1.0,0.7262224,SART1,1.0976648,0.27235086670946096,0.999135589150443,0.48923972,RNF135,0.12648465,0.8993482958718165,0.9978872631048302,-1.4701864
1865,LRIG1,0.46953157,0.6386897355134501,1.0,0.7793701,ZP3,0.5943004,0.5523112146761718,1.0,0.9301899,ADCY3,0.23356865,0.8153198637861157,0.9999330512443403,1.8617164,MIR142,0.4070094,0.6840010890015807,1.0,0.34872267,LINC00969,0.61778575,0.5367165829655987,1.0,1.0712726,KPNB1,1.2043861,0.22844039689312168,1.0,0.76668495,JTB,1.0972242,0.2725434006612615,0.999135589150443,-0.50361556,BOLA3,0.124294445,0.9010821466526434,0.9978872631048302,-0.12665772
